time,ax,ay,az
24.167,-6.16,-6.24,7.37
24.168,-5.96,-9.46,7.51
24.170,-4.95,-11.00,6.23
24.171,-3.68,-10.37,6.54
24.172,-4.39,-9.83,6.42
24.173,-4.52,-6.22,4.56
24.184,-4.60,-2.45,4.55
24.186,-3.84,-0.02,3.87
24.202,1.67,-0.25,-0.32
24.203,1.91,-7.63,-3.48
24.279,2.52,-17.95,-4.14
24.280,6.79,-24.46,-5.52
24.281,8.86,-17.03,-8.83
24.283,6.03,1.04,-3.83
24.284,7.19,10.25,1.01
24.285,11.11,10.59,1.16
24.286,7.10,8.57,-4.22
24.287,1.86,6.45,-9.81
24.392,-0.29,5.75,-12.39
24.393,-0.96,3.95,-11.09
24.394,-0.16,2.29,-8.88
24.395,0.13,2.09,-5.81
24.396,-0.37,1.78,-3.75
24.397,-0.48,1.05,0.16
24.397,-2.07,0.27,4.34
24.398,-3.23,1.09,4.32
24.398,-3.81,2.21,2.45
24.399,-4.19,3.24,2.60
24.400,-3.62,3.37,3.07
24.400,-4.27,3.15,3.40
24.442,-4.44,2.63,3.25
24.444,-4.11,1.18,3.51
24.444,-3.08,1.56,2.36
24.447,-3.24,2.32,1.84
24.489,-2.89,2.10,0.86
24.490,-2.03,0.96,0.76
24.491,0.04,-0.35,1.03
24.499,1.11,0.51,1.23
24.500,1.29,0.37,0.11
24.501,1.12,-0.12,-0.15
24.588,1.41,-0.77,0.85
24.589,2.13,-1.21,1.09
24.589,2.25,-1.77,1.48
24.590,1.11,-2.25,2.18
24.591,0.65,-2.09,1.94
24.595,-1.19,-2.40,1.92
24.596,-2.95,-2.33,2.29
24.597,-3.56,-2.50,1.66
24.598,-3.33,-2.63,1.03
24.598,-3.58,-3.69,2.01
24.681,-4.00,-3.52,2.47
24.683,-4.36,-3.39,2.64
24.684,-4.38,-3.28,2.57
24.685,-4.22,-2.93,2.19
24.686,-4.22,-2.66,1.53
24.687,-4.59,-2.13,0.10
24.688,-5.30,-1.87,-0.44
24.688,-4.85,-2.07,0.33
24.712,-2.87,-1.88,1.36
24.713,-1.46,-1.52,1.83
24.777,-0.74,-1.36,2.44
24.779,-0.49,-0.84,2.15
24.779,-0.77,-0.03,-0.21
24.780,0.68,2.00,-2.41
24.781,3.80,3.61,-3.24
24.781,4.66,4.93,-1.35
24.792,4.48,2.05,-0.17
24.793,6.31,-1.76,0.30
24.794,6.76,-3.03,-1.24
24.795,6.04,-4.48,-4.89
24.851,4.80,-6.55,-7.27
24.853,3.56,-6.76,-7.42
24.853,3.86,-4.99,-5.21
24.854,4.48,-4.54,-1.70
24.855,5.56,-4.40,1.48
24.855,5.82,-3.16,3.58
24.876,5.70,-2.20,2.10
24.879,5.24,-0.60,-0.38
24.947,4.14,1.46,-0.06
24.948,3.90,4.51,0.02
24.949,1.83,4.77,-2.11
24.950,0.49,5.84,-2.32
24.951,-1.36,7.30,-2.50
24.951,-2.29,7.65,-1.79
24.962,-2.64,7.25,-1.28
24.963,-1.94,7.19,-1.89
25.054,-2.31,6.52,-1.34
25.056,-2.46,6.42,-1.95
25.057,-0.66,8.74,-2.68
25.057,-0.01,8.18,-1.50
25.059,1.55,7.47,-1.24
25.060,2.81,7.18,-1.75
25.060,3.04,6.65,-2.31
25.072,2.41,6.13,-2.07
25.073,1.78,5.28,-2.07
25.079,1.11,4.56,-2.07
25.086,0.43,3.91,-1.92
25.087,0.45,3.39,-1.48
25.096,0.14,2.95,-0.75
25.097,-0.23,2.76,0.81
25.129,-0.74,2.56,2.29
25.130,-1.48,2.42,3.43
25.136,-2.97,1.79,4.15
25.137,-5.13,0.45,5.18
25.179,-5.63,-3.91,6.47
25.180,-5.31,-9.06,9.27
25.181,-4.78,-11.31,10.67
25.183,-5.80,-14.92,9.97
25.200,-5.63,-13.59,8.09
25.201,-5.22,-11.08,7.03
25.220,-4.39,-6.34,4.88
25.222,-3.18,-1.25,3.17
25.293,-1.27,2.97,1.86
25.295,0.93,6.00,1.67
25.296,5.56,4.76,-1.33
25.297,8.29,-0.98,-5.68
25.298,8.66,-13.35,-3.95
25.299,9.73,-21.65,-8.65
25.301,11.50,-17.55,-9.80
25.302,8.91,-6.37,-2.93
25.319,2.93,3.53,-5.00
25.320,5.52,6.90,-4.30
25.350,4.80,4.81,-4.08
25.352,0.55,4.48,-7.95
25.431,-1.19,4.22,-10.94
25.433,-1.50,2.81,-9.86
25.434,-0.64,1.32,-7.08
25.435,-0.25,0.64,-3.07
25.436,-0.31,2.11,-0.21
25.437,-0.83,3.21,1.02
25.438,-2.05,3.03,1.39
25.439,-2.99,2.71,1.82
25.440,-3.72,2.85,2.76
25.440,-4.71,3.33,3.67
25.453,-3.93,2.89,3.20
25.454,-4.60,3.03,3.16
25.496,-6.88,1.52,3.79
25.499,-8.28,-0.68,3.07
25.499,-7.19,-0.15,2.16
25.500,-5.69,1.92,2.12
25.589,-4.37,1.97,1.89
25.591,-2.43,2.25,1.35
25.591,-0.73,1.58,1.45
25.592,0.13,0.45,1.88
25.593,0.66,0.25,1.13
25.598,0.94,-0.67,0.81
25.599,1.10,-0.14,-0.53
25.600,0.70,-1.03,-0.29
25.600,1.04,-1.49,0.10
25.601,0.93,-2.36,1.10
25.617,1.05,-2.35,3.23
25.618,1.06,-2.08,3.59
25.644,0.94,-1.31,2.75
25.645,-0.11,-1.51,2.45
25.698,-1.35,-2.00,1.80
25.700,-1.98,-2.27,0.80
25.700,-2.99,-3.35,0.67
25.701,-3.34,-4.12,2.33
25.702,-4.32,-3.71,2.51
25.702,-4.89,-3.34,1.91
25.768,-5.17,-3.14,1.38
25.769,-5.30,-2.66,0.81
25.770,-4.76,-2.65,0.81
25.771,-3.19,-2.59,1.30
25.772,-1.71,-2.00,2.04
25.776,-0.66,-1.54,1.94
25.789,0.40,-0.89,1.66
25.790,0.32,-0.57,0.45
25.793,0.33,0.38,-1.03
25.800,2.09,2.25,-1.55
25.813,4.18,4.86,-2.55
25.814,3.53,4.02,-0.80
25.903,4.17,0.51,0.73
25.905,6.94,-2.31,-1.38
25.906,6.33,-3.07,-4.29
25.907,5.29,-5.47,-6.88
25.908,3.60,-6.83,-8.01
25.909,2.34,-5.52,-6.49
25.909,2.06,-3.55,-3.06
25.910,2.56,-3.57,0.89
25.916,4.07,-4.08,3.07
25.918,4.15,-3.37,2.12
25.941,4.40,-2.11,-0.44
25.943,4.55,-0.90,-0.93
26.009,3.50,3.08,0.49
26.011,2.21,4.69,-0.79
26.011,1.35,5.64,-3.32
26.012,-1.04,7.23,-3.58
26.015,-1.75,8.20,-2.19
26.018,-2.22,7.35,-0.37
26.019,-2.37,7.79,-1.97
26.019,-1.86,7.62,-1.91
26.036,-1.13,7.64,-1.24
26.070,0.54,8.16,-2.73
26.070,0.68,7.51,-1.89
26.071,1.30,6.43,-1.89
26.112,3.44,6.82,-3.01
26.114,4.83,6.78,-2.86
26.114,4.17,6.29,-2.96
26.115,3.00,5.26,-2.45
26.122,2.17,4.17,-2.18
26.123,1.02,3.03,-2.13
26.146,0.38,2.46,-1.60
26.156,0.27,2.06,-0.47
26.207,0.00,1.89,1.20
26.208,-0.02,1.90,2.78
26.213,-0.05,2.11,4.02
26.214,-0.83,1.94,4.93
26.214,-2.56,0.75,5.25
26.215,-4.75,-1.15,5.90
26.222,-5.55,-3.74,6.93
26.223,-5.60,-6.64,7.84
26.240,-6.06,-9.69,8.31
26.241,-3.75,-10.57,7.21
26.260,-3.28,-10.89,6.43
26.262,-5.15,-9.61,6.00
26.279,-5.87,-6.32,3.71
26.281,-5.36,-1.88,2.49
26.373,-4.65,1.31,2.47
26.374,-4.77,4.55,1.73
26.375,-1.00,6.18,-3.38
26.378,7.15,2.46,-5.76
26.385,10.06,-10.44,0.00
26.387,7.45,-19.53,-10.63
26.388,11.80,-22.27,-12.96
26.389,10.21,-14.23,-1.35
26.390,4.58,-1.73,1.33
26.391,3.57,4.56,-1.82
26.399,4.86,5.25,-1.77
26.401,2.03,5.95,-7.23
26.490,-0.93,5.74,-11.31
26.491,-1.11,3.87,-10.76
26.493,0.11,3.08,-6.74
26.493,1.83,2.84,-1.77
26.494,2.77,3.06,2.37
26.507,2.79,2.81,3.31
26.508,0.57,2.42,1.92
26.516,-1.36,2.08,1.10
26.517,-3.14,2.00,1.41
26.518,-4.90,2.27,2.52
26.519,-6.35,2.84,3.20
26.523,-8.13,3.27,3.08
26.563,-7.54,3.35,2.05
26.566,-5.64,2.97,1.49
26.567,-4.26,2.81,1.21
26.568,-3.39,1.42,0.58
26.590,-2.75,0.23,1.19
26.591,-2.08,-0.53,1.40
26.599,-1.18,-0.91,2.34
26.600,0.12,0.00,2.49
26.619,1.33,-0.04,1.55
26.620,1.11,-0.76,1.12
26.701,0.56,-1.18,1.22
26.702,-0.37,-0.84,1.07
26.703,-0.84,-0.98,1.27
26.704,-1.25,-0.94,1.83
26.704,-1.42,-1.03,2.71
26.705,-1.23,-0.59,2.52
26.706,-1.45,-1.21,1.21
26.707,-1.23,-1.64,0.28
26.789,-1.60,-2.49,-0.28
26.791,-2.39,-3.48,1.26
26.792,-2.55,-3.85,3.05
26.793,-2.84,-3.79,3.03
26.794,-2.92,-3.62,2.06
26.795,-2.87,-3.32,1.13
26.802,-2.64,-2.77,0.34
26.803,-2.96,-2.42,-0.02
26.804,-3.19,-2.52,-0.18
26.809,-3.00,-2.61,0.71
26.819,-2.34,-2.48,1.90
26.821,-1.85,-2.18,2.85
26.843,-1.63,-2.02,2.75
26.844,-2.08,-1.22,0.25
26.913,0.01,1.00,-2.42
26.915,1.85,3.77,-2.76
26.922,2.86,4.58,-2.30
26.923,4.55,1.94,-1.08
26.924,7.04,-1.95,-0.69
26.925,7.95,-4.01,-2.14
26.925,7.33,-5.82,-5.00
26.926,5.69,-7.03,-7.85
26.988,4.19,-5.36,-7.01
26.989,4.07,-2.53,-3.74
26.990,4.29,-2.40,0.01
26.991,4.59,-2.95,2.07
26.992,3.89,-2.54,2.61
26.998,2.93,-1.48,-1.46
27.000,3.72,0.68,0.28
27.001,3.79,4.44,-0.65
27.016,1.20,3.23,-0.27
27.018,1.54,4.90,-0.78
27.046,0.61,5.99,-2.21
27.054,-0.84,7.62,-1.61
27.066,-1.63,8.47,-1.69
27.067,-1.51,9.34,-2.48
27.118,-1.55,8.91,-1.53
27.120,-0.72,9.94,-1.12
27.121,-1.30,8.03,-0.81
27.123,0.73,8.35,-1.71
27.124,0.46,6.23,-0.86
27.125,1.47,5.07,-1.32
27.137,2.63,4.35,-2.09
27.150,3.75,3.98,-1.53
27.292,4.13,3.91,-1.80
27.295,3.29,3.15,-1.61
27.296,2.60,2.41,-1.88
27.298,1.47,1.73,-1.73
27.298,0.63,1.43,-1.11
27.326,-0.11,1.26,-0.04
27.327,-0.85,1.19,1.45
27.328,-1.79,1.13,3.02
27.331,-2.66,1.30,4.06
27.333,-4.40,1.03,5.74
27.339,-5.77,-1.08,6.96
27.360,-6.16,-4.25,7.85
27.361,-4.90,-7.37,8.08
27.362,-4.48,-10.90,9.09
27.363,-4.55,-11.55,7.84
27.364,-5.75,-11.10,7.19
27.393,-5.68,-7.64,5.01
27.397,-4.58,-3.63,3.17
27.397,-2.98,0.51,2.25
27.398,-1.63,4.09,2.12
27.407,-1.14,6.51,1.73
27.407,1.30,6.21,-2.80
27.408,6.61,1.47,-6.45
27.409,10.31,-11.45,-3.01
27.410,7.29,-23.28,-8.34
27.410,10.60,-17.56,-12.43
27.432,9.99,-6.53,-2.01
27.440,3.94,2.72,-0.21
27.449,5.67,5.86,-2.04
27.450,5.38,5.08,-4.05
27.459,1.62,4.64,-7.85
27.460,-0.99,4.06,-11.49
27.538,-1.25,2.64,-10.31
27.540,-0.31,0.67,-5.45
27.541,1.00,0.18,-1.92
27.541,0.97,1.07,-0.85
27.542,0.64,1.96,-0.67
27.543,-0.83,1.88,0.30
27.543,-2.73,1.53,1.19
27.551,-4.68,1.53,1.96
27.553,-5.78,1.92,3.34
27.554,-5.61,2.15,3.25
27.638,-5.92,2.51,3.65
27.639,-5.47,3.36,4.53
27.640,-4.89,2.59,2.38
27.641,-3.81,1.65,2.01
27.641,-2.89,1.45,2.23
27.642,-1.90,1.34,1.68
27.643,-1.21,0.60,1.06
27.643,-1.11,0.78,1.34
27.662,-0.28,-0.35,0.55
27.669,0.13,-0.36,0.96
27.718,0.83,-0.56,2.17
27.720,0.54,-0.09,1.63
27.721,-0.17,-0.06,0.73
27.721,-1.10,-0.14,0.90
27.723,-1.52,-0.53,2.08
27.724,-1.58,-0.82,2.24
27.737,-1.78,-1.03,1.68
27.738,-2.36,-1.36,1.25
27.854,-2.82,-1.72,1.03
27.856,-2.52,-2.13,0.72
27.857,-2.66,-2.80,1.07
27.857,-2.40,-3.07,2.95
27.858,-2.23,-3.11,3.65
27.863,-2.30,-3.70,3.29
27.864,-2.37,-3.87,2.52
27.865,-2.64,-3.56,1.25
27.865,-2.86,-3.41,0.45
27.866,-2.45,-3.43,-0.17
27.867,-1.60,-3.41,0.08
27.867,-0.61,-2.81,0.75
27.877,-0.20,-2.41,1.00
27.879,-0.22,-1.95,1.07
27.936,-0.13,-0.73,0.68
27.937,-0.28,0.53,-0.30
27.938,0.49,2.17,-1.39
27.939,2.97,3.86,-1.28
27.942,3.37,4.19,-1.42
27.943,3.52,1.59,-1.13
27.952,5.63,-1.16,-0.92
27.969,6.10,-4.02,-3.03
27.972,5.11,-5.94,-4.98
27.973,3.32,-5.84,-5.89
28.043,2.37,-4.10,-5.42
28.044,2.95,-2.98,-3.14
28.045,3.67,-3.04,-0.36
28.046,4.49,-3.55,1.50
28.046,4.31,-3.29,1.53
28.059,4.40,-2.32,-1.14
28.121,3.67,-0.98,0.53
28.123,2.99,3.09,1.18
28.124,1.11,3.09,-1.95
28.125,1.31,4.36,-2.00
28.126,-0.93,6.34,-1.31
28.127,-2.40,7.65,-1.52
28.128,-1.97,8.02,-0.97
28.128,-1.75,8.93,-1.17
28.157,-1.99,8.06,-2.68
28.157,-1.49,8.39,-3.78
28.158,-0.80,8.14,-3.22
28.159,-1.72,6.65,-2.24
28.243,-0.63,6.23,-3.43
28.244,1.66,6.58,-3.28
28.245,3.12,5.95,-2.36
28.246,4.47,6.18,-2.33
28.247,4.32,5.41,-1.53
28.248,3.79,5.16,-1.74
28.249,2.75,4.14,-1.72
28.250,1.62,3.25,-1.48
28.272,0.97,2.47,-0.76
28.274,0.21,1.67,0.47
28.275,-0.51,1.21,1.81
28.276,-1.00,0.81,3.10
28.338,-1.60,0.59,3.94
28.339,-3.07,0.20,5.37
28.340,-5.04,-2.51,7.12
28.341,-5.88,-6.15,8.59
28.344,-4.69,-9.37,9.21
28.345,-3.47,-12.08,10.69
28.366,-3.40,-12.58,8.78
28.367,-4.01,-11.43,7.22
28.386,-3.49,-6.81,4.80
28.387,-4.01,-2.13,3.03
28.410,-3.69,1.73,1.75
28.411,-3.15,4.76,2.20
28.478,-3.33,6.05,1.92
28.480,0.36,5.00,-5.76
28.481,5.61,-3.27,-6.45
28.482,6.99,-16.04,-4.79
28.484,8.53,-18.96,-14.60
28.485,11.13,-12.36,-9.83
28.494,10.89,-8.97,11.16
28.495,3.20,0.14,-3.09
28.496,4.60,5.03,-4.62
28.497,3.21,7.54,-7.31
28.575,1.07,6.38,-9.65
28.577,0.36,4.81,-10.71
28.579,0.61,2.97,-8.52
28.580,1.65,0.88,-4.46
28.581,1.94,0.78,-2.10
28.582,1.95,1.90,0.45
28.583,0.16,0.59,1.52
28.584,-2.34,-0.32,1.52
28.690,-4.33,-0.81,1.43
28.691,-5.57,1.56,1.98
28.692,-6.59,2.90,3.25
28.692,-7.54,3.93,3.86
28.693,-6.82,4.05,3.86
28.694,-5.29,3.14,3.86
28.695,-4.41,2.62,2.60
28.695,-3.24,2.36,1.53
28.696,-2.45,1.99,1.26
28.697,-1.88,2.35,0.61
28.713,-1.34,2.40,0.63
28.714,-1.05,1.19,0.59
28.817,0.66,-1.27,2.20
28.818,0.51,-1.38,1.78
28.822,0.20,-0.78,0.29
28.823,-0.15,-0.58,0.13
28.823,-0.76,-1.14,0.77
28.824,-0.88,-0.79,1.29
28.825,-0.78,-1.11,2.07
28.825,-0.16,-1.18,2.73
28.826,0.12,-1.35,2.22
28.826,-0.57,-2.03,1.47
28.827,-0.96,-2.66,1.26
28.828,-1.63,-3.14,0.83
28.849,-2.41,-3.74,2.46
28.850,-3.20,-3.95,4.08
28.853,-3.76,-3.98,3.31
28.854,-3.83,-4.04,2.17
28.942,-3.97,-3.51,0.41
28.950,-4.13,-2.94,0.04
28.950,-3.58,-2.57,0.30
28.952,-2.24,-2.96,0.99
28.956,-0.44,-3.01,2.24
28.957,0.23,-2.54,2.24
28.957,-0.30,-2.28,0.89
28.958,-1.06,-1.49,-0.68
28.964,-0.15,0.33,-2.06
28.965,0.73,2.09,-1.69
29.018,1.81,3.56,-0.92
29.020,2.26,3.66,-0.98
29.020,3.59,0.99,-1.14
29.021,5.20,-1.77,-1.51
29.022,5.52,-4.16,-3.38
29.023,5.14,-5.28,-5.96
29.033,4.41,-3.86,-6.50
29.038,3.66,-1.37,-3.74
29.109,2.86,-0.33,0.33
29.111,3.14,-1.15,1.86
29.112,3.60,-2.30,1.00
29.113,3.69,-3.80,-2.23
29.114,3.69,-2.15,-0.26
29.115,3.68,1.65,-0.53
29.116,2.14,0.97,-2.64
29.117,2.71,4.62,-1.53
29.220,1.83,5.04,-1.63
29.221,1.13,6.87,-2.95
29.222,-0.24,8.00,-1.86
29.223,-0.58,7.49,0.01
29.224,-1.27,7.87,-1.06
29.224,-1.09,8.05,-1.07
29.227,0.11,8.26,-1.24
29.228,0.94,6.53,-0.99
29.228,0.44,4.95,-1.17
29.229,1.40,5.21,-2.24
29.245,2.59,5.02,-2.97
29.246,4.17,5.15,-2.49
29.317,4.43,5.42,-2.39
29.318,3.63,5.54,-2.17
29.319,2.33,5.50,-2.31
29.320,1.82,5.02,-1.72
29.321,0.64,3.89,-0.91
29.322,-0.61,2.64,0.72
29.330,-1.49,1.91,2.23
29.330,-2.14,1.58,3.23
29.402,-2.88,1.50,4.11
29.404,-4.31,0.18,5.31
29.405,-5.79,-2.96,6.50
29.406,-6.46,-6.84,7.45
29.407,-6.22,-10.28,8.73
29.408,-5.64,-11.84,7.99
29.409,-4.00,-10.20,6.63
29.410,-5.54,-8.68,5.38
29.442,-6.69,-5.43,3.69
29.444,-5.73,-1.53,2.19
29.444,-5.00,1.42,2.31
29.446,-4.98,4.73,1.43
29.534,-2.79,7.11,-3.33
29.548,4.48,4.87,-5.16
29.549,14.32,-5.15,-0.29
29.551,10.39,-20.78,-6.16
29.575,12.45,-26.28,-14.69
29.576,10.60,-15.75,-1.50
29.580,4.28,-5.13,5.19
29.580,3.56,5.49,0.40
29.581,8.56,8.86,-0.10
29.581,5.86,5.98,-5.30
29.582,2.00,4.63,-9.91
29.583,0.66,4.11,-10.90
29.606,1.10,1.65,-6.63
29.606,1.91,0.37,-3.23
29.607,2.47,1.77,-2.13
29.608,0.65,2.27,-1.40
29.674,-3.18,0.33,-0.94
29.676,-6.49,-1.05,-0.78
29.677,-7.14,-0.35,1.33
29.677,-6.38,1.56,3.25
29.678,-6.57,2.17,3.05
29.679,-6.94,3.17,2.17
29.680,-5.67,3.56,4.00
29.681,-3.94,3.71,2.72
29.699,-2.21,3.62,1.70
29.701,-1.15,3.29,1.40
29.760,-1.11,3.36,1.52
29.763,-1.42,2.83,1.48
29.765,-1.82,1.27,1.51
29.766,-1.08,-0.05,2.37
29.767,-0.39,-0.56,1.99
29.767,1.10,-0.20,1.54
29.834,1.68,-0.18,1.08
29.836,1.45,-0.79,0.80
29.836,1.07,-0.99,0.75
29.839,0.56,-1.01,1.51
29.841,-0.47,-0.84,2.42
29.842,-0.88,-1.12,2.34
29.843,-2.16,-1.67,1.72
29.844,-3.22,-2.30,2.10
29.853,-3.62,-2.39,2.53
29.859,-4.28,-2.64,1.30
29.872,-4.52,-3.43,0.99
29.875,-3.83,-4.16,1.79
29.947,-3.21,-4.19,1.91
29.948,-3.40,-4.08,2.11
29.949,-4.01,-3.66,1.86
29.950,-4.97,-3.04,0.89
29.952,-4.85,-2.70,0.27
29.953,-3.15,-3.20,0.70
29.960,-1.47,-3.47,1.45
29.960,-0.93,-3.04,1.59
29.989,-0.77,-2.23,0.58
29.990,0.03,-0.71,-0.94
30.049,1.47,0.78,-2.35
30.056,2.70,2.93,-2.47
30.057,2.38,3.08,-2.80
30.058,2.72,1.90,-1.82
30.060,5.15,-1.15,0.07
30.074,7.00,-3.28,-0.02
30.075,7.95,-4.19,-2.23
30.078,8.00,-5.52,-4.52
30.086,6.73,-4.83,-5.21
30.087,5.80,-2.38,-4.05
30.148,4.50,-1.21,-0.40
30.150,3.18,-1.64,2.58
30.151,2.74,-1.62,0.86
30.152,1.61,-2.48,-2.56
30.153,2.01,0.15,-1.08
30.154,2.56,4.65,0.74
30.161,0.40,3.46,-2.60
30.162,-0.19,4.31,-1.55
30.172,-0.25,6.63,-0.76
30.173,-0.51,7.31,-1.12
30.253,-0.42,8.20,-1.49
30.255,-1.18,7.94,-1.46
30.255,-1.23,7.30,-1.79
30.256,-0.65,7.41,-2.85
30.257,0.13,7.35,-2.48
30.269,1.55,6.31,-1.48
30.270,2.27,5.76,-1.79
30.270,1.85,5.15,-1.67
30.329,2.85,4.97,-2.26
30.330,3.73,4.66,-2.26
30.331,3.14,4.41,-1.40
30.333,2.83,4.54,-1.25
30.334,1.88,4.05,-1.12
30.334,1.15,3.34,-1.28
30.335,0.72,2.85,-1.17
30.336,0.55,2.32,-0.55
30.353,-0.14,1.97,0.80
30.353,-1.48,1.62,1.94
30.373,-2.25,1.55,3.05
30.374,-3.37,1.21,4.48
30.466,-4.76,0.30,6.40
30.467,-6.40,-2.45,7.25
30.468,-5.80,-5.50,7.67
30.469,-5.00,-9.04,8.49
30.473,-3.59,-11.02,7.56
30.474,-5.39,-11.33,7.41
30.475,-5.38,-10.78,5.74
30.476,-4.96,-6.04,3.97
30.483,-3.93,-1.59,2.62
30.486,-4.13,2.63,2.62
30.493,-1.88,3.77,1.23
30.494,3.02,0.62,-5.31
30.526,6.56,-11.24,-3.26
30.527,6.96,-20.31,-6.32
30.604,11.44,-20.11,-12.26
30.605,10.73,-11.08,-4.84
30.613,7.42,0.70,3.46
30.614,7.22,6.04,0.28
30.614,6.65,6.11,-3.19
30.615,3.77,4.62,-7.63
30.622,1.92,3.99,-11.74
30.623,1.24,2.78,-10.30
30.625,0.38,2.33,-5.43
30.625,0.79,2.86,-2.12
30.704,1.86,3.42,-0.50
30.705,2.07,4.36,-0.56
30.706,0.16,3.51,0.30
30.707,-2.30,2.69,0.20
30.708,-4.27,2.47,0.55
30.708,-6.14,2.13,1.39
30.711,-6.96,2.12,3.18
30.711,-8.05,3.70,3.57
30.739,-9.00,4.37,2.04
30.740,-8.15,3.76,2.92
30.741,-7.63,2.17,2.61
30.741,-5.15,0.90,1.87
30.836,-3.31,0.91,1.33
30.838,-2.66,1.45,1.34
30.838,-1.21,0.21,1.49
30.839,-0.35,-0.95,1.24
30.840,0.75,-1.60,2.45
30.840,1.37,-1.59,1.57
30.841,1.72,-1.53,0.29
30.844,1.36,-1.94,0.24
30.844,1.06,-1.80,1.03
30.845,0.14,-1.54,1.45
30.901,0.02,-1.17,2.57
30.903,0.79,-0.62,2.86
30.904,0.54,-0.89,2.68
30.904,-0.73,-1.78,1.81
30.905,-1.78,-2.55,0.81
30.906,-2.37,-2.87,1.72
30.915,-3.17,-2.85,2.96
30.919,-3.07,-3.24,2.31
30.994,-2.05,-3.99,2.06
30.995,-2.18,-3.77,1.54
30.997,-3.45,-3.20,0.82
30.997,-4.67,-2.54,0.44
30.998,-5.39,-1.68,0.86
30.999,-5.48,-1.47,1.38
31.000,-4.07,-1.32,2.01
31.001,-2.47,-1.59,2.05
31.017,-1.27,-0.45,0.87
31.018,0.11,0.76,-1.24
31.121,2.30,3.51,-3.06
31.125,2.86,3.43,-3.35
31.125,4.03,1.00,-1.33
31.126,7.07,-3.44,-0.06
31.127,8.59,-4.05,-0.64
31.128,8.09,-5.26,-2.96
31.128,6.45,-6.42,-6.09
31.129,4.39,-6.42,-8.52
31.130,3.42,-5.10,-7.99
31.131,2.91,-4.59,-3.01
31.146,3.66,-4.51,1.16
31.148,4.06,-4.23,4.07
31.154,3.61,-3.25,2.46
31.154,3.66,-0.80,0.83
31.228,5.07,3.80,2.46
31.229,1.57,3.54,-2.05
31.230,1.16,5.13,-1.03
31.230,0.53,7.41,-0.87
31.234,-0.81,8.80,-1.59
31.241,0.05,9.96,-2.72
31.242,-0.16,11.36,-3.09
31.243,-2.66,9.92,-1.78
31.305,-3.32,9.79,-2.69
31.306,-1.82,10.08,-3.03
31.307,-0.59,8.39,-1.86
31.308,1.11,6.99,-1.81
31.309,2.40,6.24,-1.92
31.310,3.20,5.58,-1.98
31.326,3.83,4.38,-2.08
31.328,3.54,3.21,-2.34
31.396,3.03,2.31,-2.53
31.398,1.78,1.90,-2.59
31.398,1.09,1.97,-2.09
31.399,0.96,2.05,-1.66
31.400,0.55,1.72,-0.65
31.400,0.12,1.66,0.25
31.401,-0.76,1.26,1.89
31.401,-1.39,1.38,3.25
31.416,-1.63,1.42,4.80
31.464,-2.05,1.09,5.86
31.465,-3.55,-0.72,6.69
31.466,-4.73,-4.88,7.74
31.467,-4.90,-8.27,8.24
31.468,-4.76,-11.50,9.47
31.479,-4.90,-14.05,7.22
31.480,-4.99,-12.97,8.40
31.509,-4.70,-7.57,5.07
31.511,-5.61,-3.27,3.61
31.511,-4.92,1.42,1.99
31.512,-4.38,4.69,2.24
31.563,-2.01,5.67,0.46
31.564,2.60,3.40,-5.10
31.565,5.82,-8.36,-2.11
31.566,4.75,-20.53,-1.88
31.569,8.20,-20.60,-11.23
31.570,8.01,-11.37,-8.22
31.592,5.60,0.36,-0.88
31.594,7.50,8.61,-1.22
31.685,9.65,6.73,-0.88
31.686,5.28,5.13,-6.01
31.687,2.93,4.90,-10.83
31.688,2.05,4.23,-11.08
31.688,1.68,2.31,-7.30
31.692,1.31,1.30,-3.30
31.693,0.21,0.72,-2.02
31.694,-0.66,0.57,-2.18
31.694,-1.30,1.09,-1.38
31.696,-2.84,1.04,-0.76
31.712,-4.94,-0.06,0.67
31.715,-6.07,1.63,3.44
31.760,-6.10,2.40,3.97
31.761,-5.64,3.62,4.36
31.762,-4.34,4.41,4.23
31.762,-3.43,3.80,3.55
31.823,-3.42,2.73,2.46
31.824,-3.62,1.76,1.63
31.824,-3.32,0.86,2.18
31.825,-2.27,1.49,1.61
31.826,-2.13,1.31,0.93
31.827,-1.52,-0.05,-0.16
31.832,-1.01,-0.74,0.37
31.833,0.47,-0.28,2.08
31.926,1.23,-0.14,2.49
31.928,1.27,-0.56,1.64
31.929,2.55,-0.41,1.00
31.932,1.58,-0.55,0.51
31.933,0.32,-0.54,0.90
31.933,-0.12,-0.58,1.72
31.934,-0.12,-0.61,3.10
31.935,-0.82,-1.25,3.37
31.936,-1.71,-2.13,2.19
31.936,-2.26,-2.21,1.09
31.955,-1.86,-2.62,1.66
31.956,-1.81,-3.03,2.44
32.042,-1.86,-3.19,2.25
32.052,-1.41,-3.35,1.81
32.053,-1.29,-3.64,1.56
32.054,-1.14,-3.28,1.02
32.054,-0.90,-3.31,0.65
32.055,-0.52,-3.02,0.51
32.055,-0.53,-2.46,0.68
32.070,-0.38,-1.94,1.49
32.071,-0.29,-1.93,1.45
32.071,-0.32,-1.58,0.54
32.072,0.01,-0.52,-0.70
32.073,1.48,2.64,-1.94
32.117,1.73,3.89,-3.36
32.119,1.44,3.08,-2.65
32.120,2.76,-0.62,-1.73
